,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season
9,Inter,2018-10-29,Giornata n. 10,Ospiti,V,3.0,Lazio,18.0,7.0,0,0,60.0,12.0,3,0,2018-2019
9,Milan,2018-10-31,Giornata n. 1,Casa,V,2.0,Genoa,29.0,9.0,0,0,58.0,11.0,2,0,2018-2019
9,Genoa,2018-10-31,Giornata n. 1,Ospiti,P,1.0,Milan,10.0,2.0,0,0,42.0,20.0,2,0,2018-2019
10,Napoli,2018-11-02,Giornata n. 11,Casa,V,5.0,Empoli,19.0,13.0,0,0,48.0,8.0,0,0,2018-2019
10,Empoli,2018-11-02,Giornata n. 11,Ospiti,P,1.0,Napoli,11.0,4.0,0,0,52.0,8.0,2,0,2018-2019
10,Genoa,2018-11-03,Giornata n. 11,Ospiti,P,0.0,Inter,9.0,3.0,0,0,38.0,17.0,3,0,2018-2019
10,Roma,2018-11-03,Giornata n. 11,Ospiti,N,1.0,Fiorentina,18.0,4.0,0,0,62.0,22.0,3,0,2018-2019
10,Fiorentina,2018-11-03,Giornata n. 11,Casa,N,1.0,Roma,14.0,3.0,1,1,38.0,11.0,3,0,2018-2019
10,Juventus,2018-11-03,Giornata n. 11,Casa,V,3.0,Cagliari,15.0,3.0,0,0,53.0,16.0,1,0,2018-2019
10,Inter,2018-11-03,Giornata n. 11,Casa,V,5.0,Genoa,20.0,10.0,0,0,62.0,12.0,2,0,2018-2019
10,Cagliari,2018-11-03,Giornata n. 11,Ospiti,P,1.0,Juventus,7.0,2.0,0,0,47.0,16.0,3,0,2018-2019
10,Chievo,2018-11-04,Giornata n. 11,Casa,P,0.0,Sassuolo,6.0,0.0,0,0,57.0,24.0,4,1,2018-2019
10,Udinese,2018-11-04,Giornata n. 11,Casa,P,0.0,Milan,13.0,3.0,0,0,45.0,16.0,3,1,2018-2019
10,SPAL,2018-11-04,Giornata n. 11,Ospiti,P,1.0,Lazio,8.0,3.0,0,0,53.0,9.0,3,0,2018-2019
10,Frosinone,2018-11-04,Giornata n. 11,Ospiti,N,0.0,Parma,12.0,1.0,0,0,57.0,15.0,4,0,2018-2019
10,Bologna,2018-11-04,Giornata n. 11,Casa,P,1.0,Atalanta,14.0,4.0,0,0,34.0,11.0,1,0,2018-2019
10,Milan,2018-11-04,Giornata n. 11,Ospiti,V,1.0,Udinese,15.0,8.0,0,0,55.0,15.0,3,0,2018-2019
10,Parma,2018-11-04,Giornata n. 11,Casa,N,0.0,Frosinone,12.0,1.0,0,0,43.0,13.0,1,1,2018-2019
10,Sampdoria,2018-11-04,Giornata n. 11,Casa,P,1.0,Torino,12.0,4.0,0,1,52.0,13.0,2,0,2018-2019
10,Sassuolo,2018-11-04,Giornata n. 11,Ospiti,V,2.0,Chievo,10.0,4.0,0,0,43.0,19.0,2,0,2018-2019
10,Lazio,2018-11-04,Giornata n. 11,Casa,V,4.0,SPAL,22.0,10.0,0,0,47.0,8.0,1,0,2018-2019
10,Torino,2018-11-04,Giornata n. 11,Ospiti,V,4.0,Sampdoria,17.0,7.0,1,1,48.0,22.0,2,0,2018-2019
10,Atalanta,2018-11-04,Giornata n. 11,Ospiti,V,2.0,Bologna,24.0,5.0,0,0,66.0,16.0,2,0,2018-2019
11,Frosinone,2018-11-09,Giornata n. 12,Casa,N,1.0,Fiorentina,9.0,3.0,0,0,43.0,9.0,3,0,2018-2019
11,Fiorentina,2018-11-09,Giornata n. 12,Ospiti,N,1.0,Frosinone,24.0,10.0,0,0,57.0,14.0,0,0,2018-2019
11,Cagliari,2018-11-10,Giornata n. 12,Ospiti,N,2.0,SPAL,14.0,3.0,0,0,53.0,14.0,4,0,2018-2019
11,Parma,2018-11-10,Giornata n. 12,Ospiti,V,2.0,Torino,14.0,6.0,0,0,33.0,18.0,4,0,2018-2019
11,Genoa,2018-11-10,Giornata n. 12,Casa,P,1.0,Napoli,10.0,4.0,0,0,33.0,16.0,4,0,2018-2019
11,SPAL,2018-11-10,Giornata n. 12,Casa,N,2.0,Cagliari,11.0,3.0,0,0,47.0,14.0,2,0,2018-2019
11,Napoli,2018-11-10,Giornata n. 12,Ospiti,V,2.0,Genoa,24.0,4.0,0,0,67.0,8.0,2,0,2018-2019
11,Torino,2018-11-10,Giornata n. 12,Casa,P,1.0,Parma,15.0,4.0,0,0,67.0,15.0,2,0,2018-2019
11,Empoli,2018-11-11,Giornata n. 12,Casa,V,2.0,Udinese,13.0,5.0,0,0,39.0,12.0,2,0,2018-2019
11,Sassuolo,2018-11-11,Giornata n. 12,Casa,N,1.0,Lazio,16.0,4.0,0,0,58.0,13.0,4,0,2018-2019
11,Atalanta,2018-11-11,Giornata n. 12,Casa,V,4.0,Inter,18.0,9.0,0,0,48.0,13.0,3,0,2018-2019
11,Inter,2018-11-11,Giornata n. 12,Ospiti,P,1.0,Atalanta,7.0,0.0,1,1,52.0,14.0,4,1,2018-2019
11,Chievo,2018-11-11,Giornata n. 12,Casa,N,2.0,Bologna,18.0,5.0,1,1,49.0,18.0,3,0,2018-2019
11,Roma,2018-11-11,Giornata n. 12,Casa,V,4.0,Sampdoria,16.0,6.0,0,0,50.0,8.0,1,0,2018-2019
11,Udinese,2018-11-11,Giornata n. 12,Ospiti,P,1.0,Empoli,32.0,10.0,0,1,61.0,12.0,2,0,2018-2019
11,Juventus,2018-11-11,Giornata n. 12,Ospiti,V,2.0,Milan,15.0,6.0,0,0,60.0,10.0,1,0,2018-2019
11,Sampdoria,2018-11-11,Giornata n. 12,Ospiti,P,1.0,Roma,9.0,4.0,0,0,50.0,12.0,1,0,2018-2019
11,Bologna,2018-11-11,Giornata n. 12,Ospiti,N,2.0,Chievo,15.0,6.0,0,0,51.0,20.0,3,0,2018-2019
11,Milan,2018-11-11,Giornata n. 12,Casa,P,0.0,Juventus,4.0,1.0,0,1,40.0,18.0,3,1,2018-2019
11,Lazio,2018-11-11,Giornata n. 12,Ospiti,N,1.0,Sassuolo,14.0,1.0,0,0,42.0,23.0,3,0,2018-2019
12,SPAL,2018-11-24,Giornata n. 13,Ospiti,P,0.0,Juventus,11.0,1.0,0,0,54.0,13.0,3,0,2018-2019
12,Frosinone,2018-11-24,Giornata n. 13,Ospiti,P,0.0,Inter,6.0,4.0,0,0,29.0,12.0,3,0,2018-2019
12,Inter,2018-11-24,Giornata n. 13,Casa,V,3.0,Frosinone,29.0,13.0,0,0,71.0,12.0,1,0,2018-2019
12,Roma,2018-11-24,Giornata n. 13,Ospiti,P,0.0,Udinese,26.0,7.0,0,0,72.0,12.0,0,0,2018-2019
12,Udinese,2018-11-24,Giornata n. 13,Casa,V,1.0,Roma,9.0,2.0,0,0,28.0,12.0,2,0,2018-2019
12,Juventus,2018-11-24,Giornata n. 13,Casa,V,2.0,SPAL,15.0,6.0,0,0,46.0,23.0,1,0,2018-2019
12,Napoli,2018-11-25,Giornata n. 13,Casa,N,0.0,Chievo,22.0,8.0,0,0,69.0,12.0,2,0,2018-2019
12,Parma,2018-11-25,Giornata n. 13,Casa,V,2.0,Sassuolo,14.0,5.0,0,0,27.0,15.0,3,0,2018-2019
12,Lazio,2018-11-25,Giornata n. 13,Casa,N,1.0,Milan,23.0,6.0,0,0,54.0,11.0,1,0,2018-2019
12,Genoa,2018-11-25,Giornata n. 13,Casa,N,1.0,Sampdoria,16.0,5.0,1,1,42.0,18.0,2,0,2018-2019
12,Milan,2018-11-25,Giornata n. 13,Ospiti,N,1.0,Lazio,11.0,3.0,0,0,46.0,4.0,1,0,2018-2019
12,Fiorentina,2018-11-25,Giornata n. 13,Ospiti,N,0.0,Bologna,19.0,5.0,0,0,56.0,20.0,1,0,2018-2019
12,Bologna,2018-11-25,Giornata n. 13,Casa,N,0.0,Fiorentina,7.0,3.0,0,0,44.0,13.0,3,0,2018-2019
12,Empoli,2018-11-25,Giornata n. 13,Casa,V,3.0,Atalanta,16.0,7.0,0,1,42.0,13.0,2,0,2018-2019
12,Sassuolo,2018-11-25,Giornata n. 13,Ospiti,P,1.0,Parma,12.0,3.0,1,1,73.0,16.0,4,0,2018-2019
12,Atalanta,2018-11-25,Giornata n. 13,Ospiti,P,2.0,Empoli,14.0,5.0,0,0,58.0,13.0,3,1,2018-2019
12,Chievo,2018-11-25,Giornata n. 13,Ospiti,N,0.0,Napoli,9.0,2.0,0,0,31.0,13.0,2,0,2018-2019
12,Sampdoria,2018-11-25,Giornata n. 13,Ospiti,N,1.0,Genoa,8.0,2.0,0,0,58.0,16.0,1,0,2018-2019
12,Torino,2018-11-26,Giornata n. 13,Ospiti,N,0.0,Cagliari,14.0,5.0,0,0,49.0,21.0,0,0,2018-2019
12,Cagliari,2018-11-26,Giornata n. 13,Casa,N,0.0,Torino,4.0,0.0,0,0,51.0,12.0,2,0,2018-2019
13,SPAL,2018-12-01,Giornata n. 14,Casa,N,2.0,Empoli,10.0,5.0,0,0,52.0,13.0,3,1,2018-2019
13,Fiorentina,2018-12-01,Giornata n. 14,Casa,P,0.0,Juventus,16.0,6.0,0,0,46.0,18.0,6,0,2018-2019
13,Bologna,2018-12-01,Giornata n. 14,Ospiti,P,1.0,Sampdoria,10.0,4.0,0,0,55.0,11.0,3,0,2018-2019
13,Sampdoria,2018-12-01,Giornata n. 14,Casa,V,4.0,Bologna,10.0,6.0,0,0,45.0,15.0,3,0,2018-2019
13,Empoli,2018-12-01,Giornata n. 14,Ospiti,N,2.0,SPAL,18.0,7.0,0,0,48.0,18.0,3,0,2018-2019
13,Juventus,2018-12-01,Giornata n. 14,Ospiti,V,3.0,Fiorentina,13.0,5.0,1,1,54.0,10.0,3,0,2018-2019
13,Parma,2018-12-02,Giornata n. 14,Ospiti,P,1.0,Milan,7.0,1.0,0,0,38.0,17.0,2,0,2018-2019
13,Chievo,2018-12-02,Giornata n. 14,Casa,N,1.0,Lazio,4.0,1.0,0,0,32.0,14.0,4,0,2018-2019
13,Udinese,2018-12-02,Giornata n. 14,Ospiti,N,0.0,Sassuolo,3.0,1.0,0,0,35.0,14.0,2,0,2018-2019
13,Inter,2018-12-02,Giornata n. 14,Ospiti,N,2.0,Roma,18.0,7.0,0,0,54.0,16.0,1,0,2018-2019
13,Genoa,2018-12-02,Giornata n. 14,Ospiti,P,1.0,Torino,8.0,1.0,0,0,34.0,22.0,3,1,2018-2019
13,Milan,2018-12-02,Giornata n. 14,Casa,V,2.0,Parma,18.0,4.0,1,1,62.0,8.0,2,0,2018-2019
13,Sassuolo,2018-12-02,Giornata n. 14,Casa,N,0.0,Udinese,20.0,2.0,0,0,65.0,13.0,3,0,2018-2019
13,Lazio,2018-12-02,Giornata n. 14,Ospiti,N,1.0,Chievo,17.0,5.0,0,0,68.0,10.0,2,0,2018-2019
13,Cagliari,2018-12-02,Giornata n. 14,Ospiti,N,1.0,Frosinone,19.0,7.0,0,0,61.0,16.0,6,1,2018-2019
13,Roma,2018-12-02,Giornata n. 14,Casa,N,2.0,Inter,14.0,5.0,1,1,46.0,15.0,1,0,2018-2019
13,Torino,2018-12-02,Giornata n. 14,Casa,V,2.0,Genoa,23.0,9.0,1,1,66.0,14.0,3,0,2018-2019
13,Frosinone,2018-12-02,Giornata n. 14,Casa,N,1.0,Cagliari,23.0,11.0,0,0,39.0,14.0,1,0,2018-2019
13,Napoli,2018-12-03,Giornata n. 14,Ospiti,V,2.0,Atalanta,10.0,6.0,0,0,45.0,7.0,2,0,2018-2019
13,Atalanta,2018-12-03,Giornata n. 14,Casa,P,1.0,Napoli,16.0,2.0,0,0,55.0,9.0,1,0,2018-2019
14,Inter,2018-12-07,Giornata n. 15,Ospiti,P,0.0,Juventus,12.0,1.0,0,0,50.0,18.0,2,0,2018-2019
14,Juventus,2018-12-07,Giornata n. 15,Casa,V,1.0,Inter,17.0,5.0,0,0,50.0,13.0,2,0,2018-2019
14,Cagliari,2018-12-08,Giornata n. 15,Casa,N,2.0,Roma,14.0,5.0,0,0,56.0,17.0,3,2,2018-2019
14,Frosinone,2018-12-08,Giornata n. 15,Ospiti,P,0.0,Napoli,8.0,2.0,0,0,34.0,14.0,2,0,2018-2019
14,Roma,2018-12-08,Giornata n. 15,Ospiti,N,2.0,Cagliari,21.0,7.0,0,0,44.0,18.0,1,0,2018-2019
14,Sampdoria,2018-12-08,Giornata n. 15,Ospiti,N,2.0,Lazio,5.0,3.0,0,0,46.0,11.0,4,1,2018-2019
14,Lazio,2018-12-08,Giornata n. 15,Casa,N,2.0,Sampdoria,29.0,9.0,1,1,54.0,13.0,3,0,2018-2019
14,Napoli,2018-12-08,Giornata n. 15,Casa,V,4.0,Frosinone,21.0,7.0,0,0,66.0,6.0,1,0,2018-2019
14,Torino,2018-12-09,Giornata n. 15,Ospiti,N,0.0,Milan,13.0,4.0,0,0,43.0,18.0,3,0,2018-2019
14,Empoli,2018-12-09,Giornata n. 15,Casa,V,2.0,Bologna,13.0,4.0,0,0,42.0,6.0,2,0,2018-2019
14,Atalanta,2018-12-09,Giornata n. 15,Ospiti,V,3.0,Udinese,19.0,4.0,0,0,68.0,6.0,1,0,2018-2019
14,Parma,2018-12-09,Giornata n. 15,Casa,N,1.0,Chievo,17.0,6.0,0,0,52.0,17.0,4,0,2018-2019
14,Udinese,2018-12-09,Giornata n. 15,Casa,P,1.0,Atalanta,6.0,1.0,0,0,32.0,16.0,1,0,2018-2019
14,Chievo,2018-12-09,Giornata n. 15,Ospiti,N,1.0,Parma,16.0,1.0,0,0,48.0,17.0,3,1,2018-2019
14,Genoa,2018-12-09,Giornata n. 15,Casa,N,1.0,SPAL,5.0,1.0,1,1,28.0,11.0,1,1,2018-2019
14,SPAL,2018-12-09,Giornata n. 15,Ospiti,N,1.0,Genoa,23.0,5.0,0,0,72.0,11.0,5,0,2018-2019
14,Sassuolo,2018-12-09,Giornata n. 15,Casa,N,3.0,Fiorentina,21.0,7.0,0,0,56.0,15.0,4,1,2018-2019
14,Bologna,2018-12-09,Giornata n. 15,Ospiti,P,1.0,Empoli,21.0,6.0,0,0,58.0,8.0,2,0,2018-2019
14,Fiorentina,2018-12-09,Giornata n. 15,Ospiti,N,3.0,Sassuolo,18.0,5.0,0,0,44.0,18.0,4,1,2018-2019
14,Milan,2018-12-09,Giornata n. 15,Casa,N,0.0,Torino,16.0,3.0,0,0,57.0,10.0,2,0,2018-2019
15,Udinese,2018-12-15,Giornata n. 16,Ospiti,P,0.0,Inter,7.0,1.0,0,0,36.0,10.0,1,0,2018-2019
15,Torino,2018-12-15,Giornata n. 16,Casa,P,0.0,Juventus,11.0,3.0,0,0,43.0,17.0,2,0,2018-2019
15,Juventus,2018-12-15,Giornata n. 16,Ospiti,V,1.0,Torino,10.0,3.0,1,1,57.0,13.0,4,0,2018-2019
15,Inter,2018-12-15,Giornata n. 16,Casa,V,1.0,Udinese,21.0,3.0,1,1,64.0,10.0,3,0,2018-2019
15,Napoli,2018-12-16,Giornata n. 16,Ospiti,V,1.0,Cagliari,19.0,5.0,0,0,60.0,8.0,2,0,2018-2019
15,Frosinone,2018-12-16,Giornata n. 16,Casa,P,0.0,Sassuolo,12.0,3.0,0,0,36.0,18.0,3,0,2018-2019
15,Cagliari,2018-12-16,Giornata n. 16,Casa,P,0.0,Napoli,10.0,2.0,0,0,40.0,16.0,2,0,2018-2019
15,Roma,2018-12-16,Giornata n. 16,Casa,V,3.0,Genoa,16.0,6.0,0,0,54.0,11.0,2,0,2018-2019
15,Sampdoria,2018-12-16,Giornata n. 16,Casa,V,2.0,Parma,14.0,8.0,0,0,70.0,10.0,2,0,2018-2019
15,Parma,2018-12-16,Giornata n. 16,Ospiti,P,0.0,Sampdoria,5.0,0.0,0,0,30.0,7.0,1,0,2018-2019
15,Chievo,2018-12-16,Giornata n. 16,Ospiti,N,0.0,SPAL,9.0,5.0,0,0,42.0,19.0,4,0,2018-2019
15,Genoa,2018-12-16,Giornata n. 16,Ospiti,P,2.0,Roma,18.0,9.0,0,0,46.0,17.0,2,0,2018-2019
15,Fiorentina,2018-12-16,Giornata n. 16,Casa,V,3.0,Empoli,23.0,9.0,0,0,60.0,23.0,2,0,2018-2019
15,Empoli,2018-12-16,Giornata n. 16,Ospiti,P,1.0,Fiorentina,11.0,4.0,0,0,40.0,23.0,1,0,2018-2019
15,Sassuolo,2018-12-16,Giornata n. 16,Ospiti,V,2.0,Frosinone,20.0,2.0,0,0,64.0,11.0,2,0,2018-2019
15,SPAL,2018-12-16,Giornata n. 16,Casa,N,0.0,Chievo,16.0,1.0,0,0,58.0,13.0,2,0,2018-2019
15,Lazio,2018-12-17,Giornata n. 16,Ospiti,P,0.0,Atalanta,16.0,2.0,0,0,56.0,18.0,4,0,2018-2019
15,Atalanta,2018-12-17,Giornata n. 16,Casa,V,1.0,Lazio,9.0,2.0,0,0,44.0,11.0,2,0,2018-2019
15,Milan,2018-12-18,Giornata n. 16,Ospiti,N,0.0,Bologna,18.0,4.0,0,0,70.0,11.0,4,1,2018-2019
15,Bologna,2018-12-18,Giornata n. 16,Casa,N,0.0,Milan,8.0,4.0,0,0,30.0,15.0,2,0,2018-2019
16,Genoa,2018-12-22,Giornata n. 17,Casa,V,3.0,Atalanta,18.0,5.0,0,0,37.0,14.0,3,0,2018-2019
16,Roma,2018-12-22,Giornata n. 17,Ospiti,P,0.0,Juventus,7.0,4.0,0,0,49.0,12.0,3,0,2018-2019
16,Lazio,2018-12-22,Giornata n. 17,Casa,V,3.0,Cagliari,24.0,10.0,0,0,51.0,16.0,2,0,2018-2019
16,Napoli,2018-12-22,Giornata n. 17,Casa,V,1.0,SPAL,24.0,5.0,0,0,62.0,15.0,2,0,2018-2019
16,Atalanta,2018-12-22,Giornata n. 17,Ospiti,P,1.0,Genoa,9.0,1.0,1,2,63.0,11.0,1,2,2018-2019
16,Sassuolo,2018-12-22,Giornata n. 17,Casa,N,1.0,Torino,19.0,5.0,0,0,58.0,14.0,2,0,2018-2019
16,Udinese,2018-12-22,Giornata n. 17,Casa,N,1.0,Frosinone,9.0,1.0,0,0,51.0,15.0,2,0,2018-2019
16,Fiorentina,2018-12-22,Giornata n. 17,Ospiti,V,1.0,Milan,8.0,1.0,0,0,45.0,20.0,4,0,2018-2019
16,Chievo,2018-12-22,Giornata n. 17,Casa,N,1.0,Inter,9.0,3.0,0,0,37.0,11.0,3,0,2018-2019
16,SPAL,2018-12-22,Giornata n. 17,Ospiti,P,0.0,Napoli,11.0,6.0,0,0,38.0,11.0,2,0,2018-2019
16,Frosinone,2018-12-22,Giornata n. 17,Ospiti,N,1.0,Udinese,12.0,3.0,1,1,49.0,18.0,4,0,2018-2019
16,Inter,2018-12-22,Giornata n. 17,Ospiti,N,1.0,Chievo,12.0,3.0,0,0,63.0,10.0,2,0,2018-2019
16,Sampdoria,2018-12-22,Giornata n. 17,Ospiti,V,4.0,Empoli,15.0,11.0,0,0,71.0,15.0,4,0,2018-2019
16,Juventus,2018-12-22,Giornata n. 17,Casa,V,1.0,Roma,21.0,6.0,0,0,51.0,11.0,0,0,2018-2019
16,Milan,2018-12-22,Giornata n. 17,Casa,P,0.0,Fiorentina,13.0,5.0,0,0,55.0,12.0,3,0,2018-2019
16,Torino,2018-12-22,Giornata n. 17,Ospiti,N,1.0,Sassuolo,6.0,2.0,0,0,42.0,15.0,3,0,2018-2019
16,Empoli,2018-12-22,Giornata n. 17,Casa,P,2.0,Sampdoria,9.0,2.0,1,1,29.0,15.0,3,0,2018-2019
16,Bologna,2018-12-22,Giornata n. 17,Ospiti,N,0.0,Parma,8.0,1.0,0,0,37.0,10.0,3,0,2018-2019
16,Parma,2018-12-22,Giornata n. 17,Casa,N,0.0,Bologna,14.0,0.0,0,0,63.0,9.0,3,0,2018-2019
16,Cagliari,2018-12-22,Giornata n. 17,Ospiti,P,1.0,Lazio,11.0,4.0,1,1,49.0,10.0,1,0,2018-2019
17,Cagliari,2018-12-26,Giornata n. 18,Casa,V,1.0,Genoa,14.0,3.0,0,0,49.0,10.0,3,0,2018-2019
17,Napoli,2018-12-26,Giornata n. 18,Ospiti,P,0.0,Inter,12.0,3.0,0,0,50.0,14.0,3,2,2018-2019
17,SPAL,2018-12-26,Giornata n. 18,Casa,N,0.0,Udinese,12.0,2.0,0,0,59.0,13.0,1,0,2018-2019
17,Juventus,2018-12-26,Giornata n. 18,Ospiti,N,2.0,Atalanta,12.0,2.0,0,0,49.0,15.0,3,1,2018-2019
17,Atalanta,2018-12-26,Giornata n. 18,Casa,N,2.0,Juventus,18.0,6.0,0,0,51.0,20.0,4,0,2018-2019
17,Lazio,2018-12-26,Giornata n. 18,Ospiti,V,2.0,Bologna,19.0,6.0,0,0,61.0,19.0,0,0,2018-2019
17,Chievo,2018-12-26,Giornata n. 18,Ospiti,P,0.0,Sampdoria,12.0,3.0,0,0,47.0,19.0,1,0,2018-2019
17,Fiorentina,2018-12-26,Giornata n. 18,Casa,P,0.0,Parma,34.0,8.0,0,0,67.0,17.0,4,1,2018-2019
17,Empoli,2018-12-26,Giornata n. 18,Ospiti,P,0.0,Torino,6.0,1.0,0,0,37.0,15.0,3,1,2018-2019
17,Torino,2018-12-26,Giornata n. 18,Casa,V,3.0,Empoli,15.0,8.0,0,0,63.0,15.0,1,0,2018-2019
17,Milan,2018-12-26,Giornata n. 18,Ospiti,N,0.0,Frosinone,25.0,6.0,0,0,64.0,13.0,1,0,2018-2019
17,Sampdoria,2018-12-26,Giornata n. 18,Casa,V,2.0,Chievo,14.0,5.0,0,0,53.0,26.0,2,0,2018-2019
17,Bologna,2018-12-26,Giornata n. 18,Casa,P,0.0,Lazio,7.0,2.0,0,0,39.0,17.0,2,0,2018-2019
17,Sassuolo,2018-12-26,Giornata n. 18,Ospiti,P,1.0,Roma,10.0,3.0,0,0,49.0,17.0,1,0,2018-2019
17,Inter,2018-12-26,Giornata n. 18,Casa,V,1.0,Napoli,11.0,3.0,0,0,50.0,16.0,3,0,2018-2019
17,Udinese,2018-12-26,Giornata n. 18,Ospiti,N,0.0,SPAL,5.0,1.0,0,0,41.0,15.0,2,0,2018-2019
17,Parma,2018-12-26,Giornata n. 18,Ospiti,V,1.0,Fiorentina,6.0,2.0,0,0,33.0,15.0,4,0,2018-2019
17,Roma,2018-12-26,Giornata n. 18,Casa,V,3.0,Sassuolo,19.0,9.0,1,1,51.0,16.0,1,0,2018-2019
17,Genoa,2018-12-26,Giornata n. 18,Ospiti,P,0.0,Cagliari,13.0,4.0,0,0,51.0,12.0,3,0,2018-2019
17,Frosinone,2018-12-26,Giornata n. 18,Casa,N,0.0,Milan,13.0,6.0,0,0,36.0,10.0,2,0,2018-2019
18,Napoli,2018-12-29,Giornata n. 19,Casa,V,3.0,Bologna,17.0,8.0,0,0,63.0,15.0,2,0,2018-2019
18,Frosinone,2018-12-29,Giornata n. 19,Ospiti,P,0.0,Chievo,13.0,4.0,0,0,40.0,19.0,4,1,2018-2019
18,Roma,2018-12-29,Giornata n. 19,Ospiti,V,2.0,Parma,23.0,5.0,0,0,62.0,12.0,1,0,2018-2019
18,Torino,2018-12-29,Giornata n. 19,Ospiti,N,1.0,Lazio,11.0,3.0,1,1,48.0,23.0,4,1,2018-2019
18,Sassuolo,2018-12-29,Giornata n. 19,Casa,P,2.0,Atalanta,14.0,8.0,0,0,43.0,11.0,1,0,2018-2019
18,Bologna,2018-12-29,Giornata n. 19,Ospiti,P,2.0,Napoli,10.0,4.0,0,0,37.0,10.0,2,0,2018-2019
18,Juventus,2018-12-29,Giornata n. 19,Casa,V,2.0,Sampdoria,17.0,7.0,1,1,55.0,15.0,2,0,2018-2019
18,SPAL,2018-12-29,Giornata n. 19,Ospiti,P,1.0,Milan,11.0,4.0,0,0,36.0,12.0,2,0,2018-2019
18,Cagliari,2018-12-29,Giornata n. 19,Ospiti,P,0.0,Udinese,7.0,1.0,0,0,54.0,15.0,2,1,2018-2019
18,Empoli,2018-12-29,Giornata n. 19,Casa,P,0.0,Inter,9.0,3.0,0,0,37.0,19.0,1,0,2018-2019
18,Fiorentina,2018-12-29,Giornata n. 19,Ospiti,N,0.0,Genoa,14.0,3.0,0,0,56.0,7.0,1,0,2018-2019
18,Parma,2018-12-29,Giornata n. 19,Casa,P,0.0,Roma,7.0,2.0,0,0,38.0,8.0,1,0,2018-2019
18,Genoa,2018-12-29,Giornata n. 19,Casa,N,0.0,Fiorentina,11.0,3.0,0,0,44.0,20.0,2,0,2018-2019
18,Chievo,2018-12-29,Giornata n. 19,Casa,V,1.0,Frosinone,13.0,3.0,0,0,60.0,25.0,4,0,2018-2019
18,Atalanta,2018-12-29,Giornata n. 19,Ospiti,V,6.0,Sassuolo,17.0,9.0,0,0,57.0,11.0,2,0,2018-2019
18,Lazio,2018-12-29,Giornata n. 19,Casa,N,1.0,Torino,17.0,4.0,0,0,52.0,21.0,4,1,2018-2019
18,Udinese,2018-12-29,Giornata n. 19,Casa,V,2.0,Cagliari,27.0,5.0,0,1,46.0,12.0,3,1,2018-2019
18,Inter,2018-12-29,Giornata n. 19,Ospiti,V,1.0,Empoli,10.0,5.0,0,0,63.0,8.0,1,0,2018-2019
18,Milan,2018-12-29,Giornata n. 19,Casa,V,2.0,SPAL,19.0,4.0,0,0,64.0,13.0,3,1,2018-2019
18,Sampdoria,2018-12-29,Giornata n. 19,Ospiti,P,1.0,Juventus,10.0,2.0,1,1,45.0,17.0,2,0,2018-2019
19,Torino,2019-01-19,Giornata n. 20,Ospiti,P,2.0,Roma,11.0,2.0,0,0,46.0,23.0,3,0,2018-2019
19,Udinese,2019-01-19,Giornata n. 20,Casa,P,1.0,Parma,27.0,7.0,0,0,58.0,19.0,3,0,2018-2019
19,Roma,2019-01-19,Giornata n. 20,Casa,V,3.0,Torino,17.0,8.0,1,1,54.0,21.0,2,0,2018-2019
19,Sassuolo,2019-01-19,Giornata n. 20,Ospiti,N,0.0,Inter,16.0,5.0,0,0,42.0,16.0,3,0,2018-2019
19,Inter,2019-01-19,Giornata n. 20,Casa,N,0.0,Sassuolo,12.0,4.0,0,0,58.0,17.0,1,0,2018-2019
19,Parma,2019-01-19,Giornata n. 20,Ospiti,V,2.0,Udinese,7.0,3.0,1,1,42.0,19.0,1,0,2018-2019
19,Atalanta,2019-01-20,Giornata n. 20,Ospiti,V,5.0,Frosinone,19.0,9.0,0,0,69.0,13.0,0,0,2018-2019
19,Lazio,2019-01-20,Giornata n. 20,Ospiti,P,1.0,Napoli,19.0,8.0,0,0,44.0,14.0,4,1,2018-2019
19,Frosinone,2019-01-20,Giornata n. 20,Casa,P,0.0,Atalanta,9.0,3.0,0,0,31.0,16.0,2,0,2018-2019
19,Cagliari,2019-01-20,Giornata n. 20,Casa,N,2.0,Empoli,13.0,3.0,0,0,56.0,14.0,0,0,2018-2019
19,SPAL,2019-01-20,Giornata n. 20,Casa,N,1.0,Bologna,16.0,5.0,0,0,54.0,15.0,2,0,2018-2019
19,Napoli,2019-01-20,Giornata n. 20,Casa,V,2.0,Lazio,21.0,9.0,0,0,56.0,8.0,1,0,2018-2019
19,Sampdoria,2019-01-20,Giornata n. 20,Ospiti,N,3.0,Fiorentina,9.0,4.0,1,1,57.0,22.0,4,0,2018-2019
19,Fiorentina,2019-01-20,Giornata n. 20,Casa,N,3.0,Sampdoria,15.0,3.0,0,0,43.0,17.0,5,1,2018-2019
19,Bologna,2019-01-20,Giornata n. 20,Ospiti,N,1.0,SPAL,15.0,6.0,0,0,46.0,21.0,3,0,2018-2019
19,Empoli,2019-01-20,Giornata n. 20,Ospiti,N,2.0,Cagliari,12.0,4.0,0,0,44.0,11.0,0,0,2018-2019
19,Milan,2019-01-21,Giornata n. 20,Ospiti,V,2.0,Genoa,14.0,6.0,0,0,61.0,20.0,3,0,2018-2019
