,calciatore,data,giorno,competizione,girone,stadio,risultato,squadra,avversario,f inz,ruolo,min,reti,assist,rigori,rig t,tiri,tiri.1,amm.,esp.,tocchi,press,cntrs,int,blocchi,xg,npxg,xa,sca,gca,compl.,"tent,",% compl.,prog.,controlli palla,prog.,vinti,tent.,report partita
31,Patrick Cutrone,12-03-2022,Sab,Serie A,Giornata n. 29,Ospiti,P 0–1,Empoli,Milan,No,AM,28,0,0,0,0,0,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0,0,2,3,667,0,7,0,1,2,Report partita
32,Patrick Cutrone,20-03-2022,Dom,Serie A,Giornata n. 30,Casa,N 1–1,Empoli,Hellas Verona,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
33,Patrick Cutrone,03-04-2022,Dom,Serie A,Giornata n. 31,Ospiti,P 0–1,Empoli,Fiorentina,No,FW,30,0,0,0,0,0,0,0,0,4,11,0,0,1,0.0,0.0,0.0,0,0,2,3,667,0,1,0,0,0,Report partita
34,Patrick Cutrone,09-04-2022,Sab,Serie A,Giornata n. 32,Casa,N 0–0,Empoli,Spezia,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
35,Patrick Cutrone,16-04-2022,Sab,Serie A,Giornata n. 33,Ospiti,P 1–4,Empoli,Udinese,No,FW,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0,0,0,1,00,0,1,0,0,0,Report partita
36,Patrick Cutrone,24-04-2022,Dom,Serie A,Giornata n. 34,Casa,V 3–2,Empoli,Napoli,Sì,FW,65,0,0,0,0,1,0,0,0,18,16,2,1,1,0.0,0.0,0.1,4,0,8,11,727,1,11,0,0,1,Report partita
37,Patrick Cutrone,01-05-2022,Dom,Serie A,Giornata n. 35,Casa,P 1–3,Empoli,Torino,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
38,Patrick Cutrone,06-05-2022,Ven,Serie A,Giornata n. 36,Ospiti,P 2–4,Empoli,Inter,No,FW,23,0,0,0,0,0,0,0,0,1,4,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,Report partita
39,Patrick Cutrone,14-05-2022,Sab,Serie A,Giornata n. 37,Casa,N 1–1,Empoli,Salernitana,Sì,FW,56,1,0,0,0,4,2,0,0,8,6,0,0,1,1.0,1.0,0.0,0,0,0,3,00,0,3,1,0,0,Report partita
40,Patrick Cutrone,21-05-2022,Sab,Serie A,Giornata n. 38,Ospiti,V 1–0,Empoli,Atalanta,Sì,FW,72,0,0,0,0,1,0,0,0,26,8,1,0,2,0.0,0.0,0.0,3,0,13,16,813,0,19,1,1,2,Report partita
1,Kristjan Asllani,21-08-2021,Sab,Serie A,Giornata n. 1,Casa,P 1–3,Empoli,Lazio,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
3,Kristjan Asllani,19-09-2021,Dom,Serie A,Giornata n. 4,Casa,P 0–3,Empoli,Sampdoria,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
4,Kristjan Asllani,22-09-2021,Mer,Serie A,Giornata n. 5,Ospiti,V 2–0,Empoli,Cagliari,No,CM,8,0,0,0,0,0,0,0,0,9,4,0,0,1,0.0,0.0,0.2,1,0,7,7,1000,3,6,0,0,0,Report partita
5,Kristjan Asllani,26-09-2021,Dom,Serie A,Giornata n. 6,Casa,V 4–2,Empoli,Bologna,No,FW,11,0,0,0,0,0,0,0,0,6,5,0,0,0,0.0,0.0,0.2,3,1,3,3,1000,0,4,1,1,2,Report partita
6,Kristjan Asllani,03-10-2021,Dom,Serie A,Giornata n. 7,Ospiti,P 0–2,Empoli,Roma,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
7,Kristjan Asllani,17-10-2021,Dom,Serie A,Giornata n. 8,Casa,P 1–4,Empoli,Atalanta,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
8,Kristjan Asllani,23-10-2021,Sab,Serie A,Giornata n. 9,Ospiti,V 4–2,Empoli,Salernitana,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
9,Kristjan Asllani,27-10-2021,Mer,Serie A,Giornata n. 10,Casa,P 0–2,Empoli,Inter,No,DM,23,0,0,0,0,0,0,0,0,14,9,1,0,0,0.0,0.0,0.0,0,0,11,12,917,0,6,0,0,0,Report partita
10,Kristjan Asllani,31-10-2021,Dom,Serie A,Giornata n. 11,Ospiti,V 2–1,Empoli,Sassuolo,No,DM,11,0,0,0,0,0,0,0,0,6,2,0,1,0,0.0,0.0,0.0,0,0,6,6,1000,0,6,1,0,0,Report partita
11,Kristjan Asllani,05-11-2021,Ven,Serie A,Giornata n. 12,Casa,N 2–2,Empoli,Genoa,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
12,Kristjan Asllani,22-11-2021,Lun,Serie A,Giornata n. 13,Ospiti,P 1–2,Empoli,Hellas Verona,No,CM,16,0,0,0,0,0,0,0,0,9,5,0,1,1,0.0,0.0,0.0,1,0,8,8,1000,1,8,1,0,0,Report partita
14,Kristjan Asllani,02-12-2021,Gio,Serie A,Giornata n. 15,Ospiti,N 2–2,Empoli,Torino,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
17,Kristjan Asllani,19-12-2021,Dom,Serie A,Giornata n. 18,Ospiti,N 1–1,Empoli,Spezia,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
18,Kristjan Asllani,22-12-2021,Mer,Serie A,Giornata n. 19,Casa,P 2–4,Empoli,Milan,No,CM,6,0,0,0,0,0,0,0,0,8,4,1,0,0,0.0,0.0,0.0,0,0,6,8,750,0,6,0,0,0,Report partita
19,Kristjan Asllani,06-01-2022,Gio,Serie A,Giornata n. 20,Ospiti,N 3–3,Empoli,Lazio,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
20,Kristjan Asllani,09-01-2022,Dom,Serie A,Giornata n. 21,Casa,P 1–5,Empoli,Sassuolo,No,AM,14,0,0,0,0,0,0,0,0,11,5,0,0,0,0.0,0.0,0.2,1,0,9,10,900,1,10,1,0,0,Report partita
21,Kristjan Asllani,16-01-2022,Dom,Serie A,Giornata n. 22,Ospiti,N 1–1,Empoli,Venezia,No,CM,13,0,0,0,0,0,0,0,0,5,2,0,1,0,0.0,0.0,0.0,0,0,4,4,1000,0,4,0,0,0,Report partita
23,Kristjan Asllani,23-01-2022,Dom,Serie A,Giornata n. 23,Casa,P 2–4,Empoli,Roma,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
24,Kristjan Asllani,06-02-2022,Dom,Serie A,Giornata n. 24,Ospiti,N 0–0,Empoli,Bologna,Sì,DM,90,0,0,0,0,1,0,1,0,58,13,0,2,1,0.0,0.0,0.0,3,0,34,48,708,0,36,2,2,2,Report partita
25,Kristjan Asllani,13-02-2022,Dom,Serie A,Giornata n. 25,Casa,N 1–1,Empoli,Cagliari,Sì,DM,90,0,0,0,0,2,1,0,0,50,14,1,5,1,0.0,0.0,0.0,1,0,30,43,698,4,27,0,0,0,Report partita
26,Kristjan Asllani,19-02-2022,Sab,Serie A,Giornata n. 26,Ospiti,P 0–2,Empoli,Sampdoria,Sì,DM,90,0,0,0,0,1,1,1,0,83,22,1,4,1,0.0,0.0,0.0,0,0,61,72,847,8,61,4,0,0,Report partita
27,Kristjan Asllani,26-02-2022,Sab,Serie A,Giornata n. 27,Casa,P 2–3,Empoli,Juventus,Sì,DM,90,0,0,0,0,1,0,0,0,80,12,3,2,0,0.0,0.0,0.0,2,0,65,73,890,4,56,7,0,0,Report partita
28,Kristjan Asllani,06-03-2022,Dom,Serie A,Giornata n. 28,Ospiti,N 0–0,Empoli,Genoa,Sì,DM,72,0,0,0,0,1,0,0,0,48,20,0,2,2,0.0,0.0,0.0,1,0,32,40,800,1,34,1,1,1,Report partita
29,Kristjan Asllani,12-03-2022,Sab,Serie A,Giornata n. 29,Ospiti,P 0–1,Empoli,Milan,Sì,DM,90,0,0,0,0,0,0,0,0,74,9,2,2,1,0.0,0.0,0.0,0,0,61,69,884,2,53,0,0,0,Report partita
30,Kristjan Asllani,20-03-2022,Dom,Serie A,Giornata n. 30,Casa,N 1–1,Empoli,Hellas Verona,Sì,"DM,CM",90,0,0,0,0,2,1,0,0,39,36,5,0,4,0.1,0.1,0.0,2,0,17,24,708,1,17,1,0,1,Report partita
33,Kristjan Asllani,03-04-2022,Dom,Serie A,Giornata n. 31,Ospiti,P 0–1,Empoli,Fiorentina,No,DM,30,0,0,0,0,0,0,0,0,21,4,0,1,0,0.0,0.0,0.0,0,0,17,18,944,2,17,0,0,0,Report partita
34,Kristjan Asllani,09-04-2022,Sab,Serie A,Giornata n. 32,Casa,N 0–0,Empoli,Spezia,Sì,DM,90,0,0,0,0,2,0,0,0,62,18,3,1,1,0.1,0.1,0.0,1,0,45,55,818,2,41,2,0,0,Report partita
35,Kristjan Asllani,16-04-2022,Sab,Serie A,Giornata n. 33,Ospiti,P 1–4,Empoli,Udinese,Sì,DM,90,0,0,0,0,2,1,0,0,65,8,0,3,1,0.1,0.1,0.1,2,0,50,56,893,7,45,2,0,1,Report partita
36,Kristjan Asllani,24-04-2022,Dom,Serie A,Giornata n. 34,Casa,V 3–2,Empoli,Napoli,Sì,DM,69,0,0,0,0,1,1,0,0,58,19,3,0,2,0.1,0.1,0.2,6,0,39,52,750,5,33,4,0,0,Report partita
37,Kristjan Asllani,01-05-2022,Dom,Serie A,Giornata n. 35,Casa,P 1–3,Empoli,Torino,Sì,"DM,CM",90,0,0,0,0,2,0,0,0,41,8,0,4,1,0.1,0.1,0.0,2,0,25,31,806,2,28,1,0,1,Report partita
38,Kristjan Asllani,06-05-2022,Ven,Serie A,Giornata n. 36,Ospiti,P 2–4,Empoli,Inter,Sì,"AM,DM",90,1,0,0,0,1,1,0,0,28,17,1,1,0,0.3,0.3,0.0,0,0,14,21,667,2,19,1,0,2,Report partita
39,Kristjan Asllani,14-05-2022,Sab,Serie A,Giornata n. 37,Casa,N 1–1,Empoli,Salernitana,Sì,DM,90,0,1,0,0,0,0,0,0,53,7,3,1,1,0.0,0.0,0.2,2,1,43,48,896,5,40,3,0,0,Report partita
40,Kristjan Asllani,21-05-2022,Sab,Serie A,Giornata n. 38,Ospiti,V 1–0,Empoli,Atalanta,Sì,"DM,CM",90,0,0,0,0,0,0,0,0,50,12,3,3,1,0.0,0.0,0.0,0,0,30,38,789,1,32,2,1,2,Report partita
1,Ardian Ismajli,21-08-2021,Sab,Serie A,Giornata n. 1,Casa,P 1–3,Empoli,Lazio,Sì,CB,90,0,0,0,0,0,0,1,0,67,7,1,4,1,0.0,0.0,0.0,1,0,54,58,931,1,45,2,1,1,Report partita
2,Ardian Ismajli,28-08-2021,Sab,Serie A,Giornata n. 2,Ospiti,V 1–0,Empoli,Juventus,Sì,CB,90,0,0,0,0,1,0,1,0,38,11,0,0,2,0.0,0.0,0.0,0,0,29,30,967,2,21,1,0,0,Report partita
6,Ardian Ismajli,11-09-2021,Sab,Serie A,Giornata n. 3,Casa,P 1–2,Empoli,Venezia,Sì,CB,45,0,0,0,0,0,0,1,0,39,8,1,0,0,0.0,0.0,0.0,0,0,35,38,921,2,27,5,0,0,Report partita
7,Ardian Ismajli,19-09-2021,Dom,Serie A,Giornata n. 4,Casa,P 0–3,Empoli,Sampdoria,Sì,CB,90,0,0,0,0,0,0,0,0,62,16,0,0,4,0.0,0.0,0.0,1,0,42,50,840,5,36,2,1,1,Report partita
8,Ardian Ismajli,22-09-2021,Mer,Serie A,Giornata n. 5,Ospiti,V 2–0,Empoli,Cagliari,No,RB,27,0,0,0,0,1,0,0,0,28,4,1,0,2,0.0,0.0,0.0,0,0,17,22,773,4,9,0,0,0,Report partita
11,Ardian Ismajli,17-10-2021,Dom,Serie A,Giornata n. 8,Casa,P 1–4,Empoli,Atalanta,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
12,Ardian Ismajli,23-10-2021,Sab,Serie A,Giornata n. 9,Ospiti,V 4–2,Empoli,Salernitana,Sì,"CB,RB",90,0,0,0,0,0,0,0,0,49,3,2,2,2,0.0,0.0,0.0,0,0,23,38,605,1,21,2,0,0,Report partita
13,Ardian Ismajli,27-10-2021,Mer,Serie A,Giornata n. 10,Casa,P 0–2,Empoli,Inter,Sì,CB,90,0,0,0,0,1,0,0,0,51,10,0,4,1,0.0,0.0,0.0,0,0,27,35,771,1,22,1,0,0,Report partita
14,Ardian Ismajli,31-10-2021,Dom,Serie A,Giornata n. 11,Ospiti,V 2–1,Empoli,Sassuolo,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
15,Ardian Ismajli,05-11-2021,Ven,Serie A,Giornata n. 12,Casa,N 2–2,Empoli,Genoa,No,RB,13,0,0,0,0,0,0,0,0,10,2,1,0,0,0.0,0.0,0.0,0,0,4,6,667,0,5,1,1,1,Report partita
17,Ardian Ismajli,22-11-2021,Lun,Serie A,Giornata n. 13,Ospiti,P 1–2,Empoli,Hellas Verona,No,CB,7,0,0,0,0,0,0,0,0,12,2,0,1,1,0.0,0.0,0.0,0,0,4,9,444,1,6,0,0,0,Report partita
18,Ardian Ismajli,27-11-2021,Sab,Serie A,Giornata n. 14,Casa,V 2–1,Empoli,Fiorentina,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
19,Ardian Ismajli,02-12-2021,Gio,Serie A,Giornata n. 15,Ospiti,N 2–2,Empoli,Torino,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
20,Ardian Ismajli,06-12-2021,Lun,Serie A,Giornata n. 16,Casa,V 3–1,Empoli,Udinese,No,"Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo","Convocato, ma non entrato in campo",Report partita
