,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season
712,Milan,2020-07-18,V,4.0,Bologna,15.0,9.0,0,0,4.0,5.0,1,0,2019-2020
713,Genoa,2020-07-19,V,1.0,Lecce,-8.0,2.0,0,-1,-6.0,2.0,-1,0,2019-2020
714,Fiorentina,2020-07-19,V,2.0,Torino,10.0,4.0,0,0,-6.0,-1.0,-1,0,2019-2020
715,Brescia,2020-07-19,V,1.0,SPAL,2.0,-3.0,0,0,6.0,-4.0,0,0,2019-2020
716,Parma,2020-07-19,P,-1.0,Sampdoria,-3.0,1.0,0,0,14.0,3.0,-1,0,2019-2020
717,Roma,2020-07-19,N,0.0,Inter,0.0,1.0,-1,-1,-14.0,9.0,0,0,2019-2020
718,Napoli,2020-07-19,V,1.0,Udinese,20.0,7.0,0,0,36.0,-4.0,1,0,2019-2020
719,Juventus,2020-07-20,V,1.0,Lazio,9.0,4.0,0,0,8.0,6.0,2,0,2019-2020
720,Sassuolo,2020-07-21,P,-1.0,Milan,-6.0,-5.0,1,1,0.0,-12.0,-1,1,2019-2020
721,Atalanta,2020-07-21,V,1.0,Bologna,8.0,5.0,0,0,-6.0,8.0,2,0,2019-2020
722,Torino,2020-07-22,N,0.0,Hellas Verona,0.0,-1.0,-1,-1,-14.0,6.0,2,0,2019-2020
723,Lecce,2020-07-22,V,2.0,Brescia,1.0,7.0,0,0,10.0,-1.0,1,0,2019-2020
724,Inter,2020-07-22,N,0.0,Fiorentina,11.0,3.0,0,0,20.0,-2.0,-2,0,2019-2020
725,Sampdoria,2020-07-22,P,-1.0,Genoa,9.0,1.0,-1,-1,4.0,-4.0,2,0,2019-2020
726,Parma,2020-07-22,V,1.0,Napoli,-12.0,-3.0,1,1,-36.0,-2.0,2,0,2019-2020
727,SPAL,2020-07-22,P,-5.0,Roma,-7.0,-6.0,0,0,-8.0,-1.0,1,1,2019-2020
728,Lazio,2020-07-23,V,1.0,Cagliari,11.0,7.0,0,0,28.0,3.0,2,0,2019-2020
729,Udinese,2020-07-23,V,1.0,Juventus,-9.0,-1.0,0,0,-22.0,1.0,0,0,2019-2020
730,Milan,2020-07-24,N,0.0,Atalanta,-3.0,-1.0,0,-1,-6.0,4.0,0,0,2019-2020
731,Napoli,2020-07-25,V,2.0,Sassuolo,15.0,7.0,0,0,2.0,-7.0,-2,0,2019-2020
732,Genoa,2020-07-25,P,-3.0,Inter,-4.0,-2.0,0,0,-12.0,-4.0,-1,0,2019-2020
733,Brescia,2020-07-25,P,-1.0,Parma,-2.0,2.0,0,0,-16.0,3.0,4,0,2019-2020
734,Roma,2020-07-26,V,1.0,Fiorentina,11.0,2.0,2,2,18.0,-2.0,-3,0,2019-2020
735,SPAL,2020-07-26,N,0.0,Torino,-13.0,-4.0,0,0,12.0,-7.0,-1,0,2019-2020
736,Cagliari,2020-07-26,P,-1.0,Udinese,1.0,0.0,0,0,0.0,-11.0,1,0,2019-2020
737,Bologna,2020-07-26,V,1.0,Lecce,3.0,1.0,0,0,8.0,9.0,0,0,2019-2020
738,Hellas Verona,2020-07-26,P,-4.0,Lazio,6.0,-1.0,-1,-1,12.0,10.0,0,0,2019-2020
739,Juventus,2020-07-26,V,2.0,Sampdoria,1.0,1.0,0,1,22.0,6.0,-1,-1,2019-2020
740,Inter,2020-07-28,V,2.0,Napoli,-10.0,4.0,0,0,-16.0,10.0,3,0,2019-2020
741,Parma,2020-07-28,P,-1.0,Atalanta,0.0,-1.0,0,0,-12.0,1.0,1,0,2019-2020
742,Cagliari,2020-07-29,V,2.0,Juventus,-23.0,-5.0,0,0,-30.0,-1.0,1,0,2019-2020
743,Hellas Verona,2020-07-29,V,3.0,SPAL,4.0,6.0,0,0,8.0,4.0,0,0,2019-2020
744,Sampdoria,2020-07-29,P,-3.0,Milan,-2.0,-4.0,0,1,-14.0,0.0,0,0,2019-2020
745,Udinese,2020-07-29,P,-1.0,Lecce,-3.0,-3.0,-1,-1,-8.0,3.0,-3,0,2019-2020
746,Sassuolo,2020-07-29,V,5.0,Genoa,6.0,6.0,0,0,8.0,2.0,0,0,2019-2020
747,Torino,2020-07-29,P,-1.0,Roma,-6.0,-1.0,-1,-1,2.0,-9.0,-1,0,2019-2020
748,Fiorentina,2020-07-29,V,4.0,Bologna,2.0,4.0,0,0,-6.0,2.0,1,0,2019-2020
749,Lazio,2020-07-29,V,2.0,Brescia,17.0,11.0,0,0,20.0,2.0,-1,0,2019-2020
750,Atalanta,2020-08-01,P,-2.0,Inter,1.0,-2.0,0,0,6.0,-1.0,-1,0,2019-2020
751,Napoli,2020-08-01,V,2.0,Lazio,4.0,2.0,1,1,10.0,-1.0,1,0,2019-2020
752,Milan,2020-08-01,V,3.0,Cagliari,9.0,3.0,0,1,24.0,9.0,-2,0,2019-2020
753,Brescia,2020-08-01,N,0.0,Sampdoria,-3.0,-2.0,1,0,6.0,-6.0,-3,-1,2019-2020
754,Juventus,2020-08-01,P,-2.0,Roma,-1.0,-3.0,-1,-1,12.0,-4.0,-3,0,2019-2020
755,Genoa,2020-08-02,V,3.0,Hellas Verona,-14.0,3.0,0,0,-30.0,-3.0,4,1,2019-2020
756,SPAL,2020-08-02,P,-2.0,Fiorentina,-19.0,-5.0,-1,-1,0.0,-9.0,0,0,2019-2020
757,Bologna,2020-08-02,N,0.0,Torino,4.0,-4.0,0,0,10.0,-1.0,0,0,2019-2020
758,Sassuolo,2020-08-02,P,-1.0,Udinese,12.0,9.0,0,0,38.0,-5.0,0,0,2019-2020
759,Lecce,2020-08-02,P,-1.0,Parma,-3.0,-3.0,0,0,2.0,-5.0,-2,0,2019-2020
760,Fiorentina,2020-09-19,V,1.0,Torino,10.0,3.0,0,0,0.0,-4.0,2,0,2020-2021
761,Hellas Verona,2020-09-19,V,3.0,Roma,-13.0,-1.0,0,0,-20.0,-1.0,2,0,2020-2021
762,Genoa,2020-09-20,V,3.0,Crotone,2.0,3.0,0,0,-2.0,-3.0,2,0,2020-2021
763,Sassuolo,2020-09-20,N,0.0,Cagliari,25.0,5.0,0,0,34.0,-9.0,-2,0,2020-2021
764,Parma,2020-09-20,P,-2.0,Napoli,-11.0,-4.0,0,0,-20.0,5.0,3,0,2020-2021
765,Juventus,2020-09-20,V,3.0,Sampdoria,6.0,7.0,0,0,32.0,6.0,0,0,2020-2021
766,Milan,2020-09-21,V,2.0,Bologna,3.0,0.0,1,1,16.0,-5.0,-2,-1,2020-2021
767,Cagliari,2020-09-26,P,-2.0,Lazio,-7.0,-5.0,0,0,-10.0,-7.0,0,0,2020-2021
768,Inter,2020-09-26,V,1.0,Fiorentina,11.0,3.0,0,0,32.0,2.0,0,0,2020-2021
769,Sampdoria,2020-09-26,P,-1.0,Benevento,-5.0,-2.0,0,0,-20.0,4.0,2,0,2020-2021
770,Torino,2020-09-26,P,-2.0,Atalanta,-9.0,-3.0,0,0,-10.0,0.0,-1,0,2020-2021
771,Hellas Verona,2020-09-27,V,1.0,Udinese,-10.0,-2.0,0,0,-4.0,1.0,1,0,2020-2021
772,Spezia,2020-09-27,P,-3.0,Sassuolo,-4.0,0.0,-1,-1,-32.0,8.0,1,0,2020-2021
773,Roma,2020-09-27,N,0.0,Juventus,3.0,2.0,0,0,-20.0,12.0,-1,-1,2020-2021
774,Napoli,2020-09-27,V,6.0,Genoa,12.0,10.0,0,0,14.0,-5.0,-1,0,2020-2021
775,Crotone,2020-09-27,P,-2.0,Milan,-8.0,-5.0,-1,-1,-6.0,-1.0,-2,0,2020-2021
776,Bologna,2020-09-28,V,3.0,Parma,5.0,5.0,0,0,16.0,2.0,-1,-1,2020-2021
777,Benevento,2020-09-30,P,-3.0,Inter,-7.0,-2.0,0,0,-32.0,-7.0,1,0,2020-2021
778,Lazio,2020-09-30,P,-3.0,Atalanta,4.0,-1.0,0,0,20.0,0.0,5,0,2020-2021
779,Udinese,2020-09-30,P,-2.0,Spezia,11.0,2.0,0,0,-4.0,-2.0,-5,-1,2020-2021
780,Fiorentina,2020-10-02,P,-1.0,Sampdoria,4.0,-2.0,-1,-1,30.0,-7.0,-3,0,2020-2021
781,Sassuolo,2020-10-03,V,3.0,Crotone,-9.0,-1.0,0,0,6.0,-2.0,-1,0,2020-2021
782,Udinese,2020-10-03,P,-1.0,Roma,-4.0,1.0,0,0,-10.0,7.0,1,0,2020-2021
783,Atalanta,2020-10-04,V,3.0,Cagliari,8.0,9.0,0,0,18.0,1.0,0,0,2020-2021
784,Parma,2020-10-04,V,1.0,Hellas Verona,3.0,2.0,0,0,-22.0,-9.0,0,0,2020-2021
785,Lazio,2020-10-04,N,0.0,Inter,1.0,0.0,0,0,-20.0,2.0,-1,0,2020-2021
786,Milan,2020-10-04,V,3.0,Spezia,12.0,3.0,0,0,22.0,-4.0,-1,0,2020-2021
787,Benevento,2020-10-04,V,1.0,Bologna,-10.0,-5.0,0,0,-18.0,-2.0,1,0,2020-2021
788,Inter,2020-10-17,P,-1.0,Milan,8.0,2.0,0,-1,10.0,6.0,0,0,2020-2021
789,Crotone,2020-10-17,N,0.0,Juventus,-1.0,0.0,1,1,-8.0,5.0,0,-1,2020-2021
790,Napoli,2020-10-17,V,3.0,Atalanta,7.0,9.0,0,0,0.0,-12.0,-2,0,2020-2021
791,Sampdoria,2020-10-17,V,3.0,Lazio,2.0,7.0,0,0,4.0,3.0,0,0,2020-2021
792,Torino,2020-10-18,P,-1.0,Cagliari,-2.0,-1.0,1,1,16.0,-3.0,-1,1,2020-2021
793,Udinese,2020-10-18,V,1.0,Parma,4.0,0.0,0,0,-14.0,0.0,1,0,2020-2021
794,Spezia,2020-10-18,N,0.0,Fiorentina,3.0,-1.0,0,0,4.0,-2.0,0,0,2020-2021
795,Bologna,2020-10-18,P,-1.0,Sassuolo,-11.0,-7.0,0,0,-4.0,9.0,0,0,2020-2021
796,Roma,2020-10-18,V,3.0,Benevento,10.0,3.0,1,0,4.0,8.0,1,0,2020-2021
797,Hellas Verona,2020-10-19,N,0.0,Genoa,12.0,8.0,0,0,18.0,-5.0,-3,0,2020-2021
798,Sassuolo,2020-10-23,N,0.0,Torino,-1.0,-4.0,0,0,42.0,-4.0,0,0,2020-2021
799,Lazio,2020-10-24,V,1.0,Bologna,-13.0,-2.0,0,0,-2.0,-1.0,0,0,2020-2021
800,Genoa,2020-10-24,P,-2.0,Inter,-13.0,-4.0,0,0,-22.0,-6.0,0,0,2020-2021
801,Atalanta,2020-10-24,P,-2.0,Sampdoria,13.0,1.0,1,0,30.0,-10.0,-1,0,2020-2021
802,Cagliari,2020-10-25,V,2.0,Crotone,7.0,2.0,0,0,-12.0,-2.0,-2,-1,2020-2021
803,Benevento,2020-10-25,P,-1.0,Napoli,-10.0,-2.0,0,0,-30.0,5.0,2,0,2020-2021
804,Fiorentina,2020-10-25,V,1.0,Udinese,-11.0,-3.0,0,0,-10.0,-1.0,-2,0,2020-2021
805,Parma,2020-10-25,N,0.0,Spezia,2.0,-1.0,1,1,-4.0,-10.0,1,0,2020-2021
806,Juventus,2020-10-25,N,0.0,Hellas Verona,16.0,4.0,0,0,22.0,-4.0,-3,0,2020-2021
807,Milan,2020-10-26,N,0.0,Roma,1.0,1.0,0,0,10.0,1.0,1,0,2020-2021
808,Inter,2020-10-31,N,0.0,Parma,20.0,6.0,0,0,38.0,6.0,0,0,2020-2021
809,Bologna,2020-10-31,V,1.0,Cagliari,15.0,6.0,0,0,2.0,-6.0,0,0,2020-2021
810,Crotone,2020-10-31,P,-1.0,Atalanta,-13.0,-5.0,0,0,-16.0,-11.0,-2,0,2020-2021
811,Roma,2020-11-01,V,2.0,Fiorentina,9.0,5.0,0,0,-18.0,1.0,1,-1,2020-2021
812,Torino,2020-11-01,P,-1.0,Lazio,-1.0,0.0,0,0,-10.0,-3.0,-2,0,2020-2021
813,Spezia,2020-11-01,P,-3.0,Juventus,10.0,0.0,-1,-1,-12.0,9.0,2,0,2020-2021
814,Udinese,2020-11-01,P,-1.0,Milan,-4.0,-3.0,1,1,-20.0,0.0,0,0,2020-2021
815,Napoli,2020-11-01,P,-2.0,Sassuolo,15.0,3.0,-1,-1,-14.0,-5.0,0,0,2020-2021
816,Sampdoria,2020-11-01,N,0.0,Genoa,-2.0,-1.0,0,0,8.0,7.0,4,0,2020-2021
817,Hellas Verona,2020-11-02,V,2.0,Benevento,-1.0,1.0,0,0,-10.0,3.0,1,-1,2020-2021
818,Genoa,2020-11-04,P,-1.0,Torino,9.0,1.0,0,0,4.0,-10.0,-2,0,2020-2021
819,Sassuolo,2020-11-06,N,0.0,Udinese,2.0,1.0,0,0,24.0,1.0,0,0,2020-2021
820,Benevento,2020-11-07,P,-3.0,Spezia,-8.0,-5.0,0,0,-22.0,-5.0,0,0,2020-2021
821,Cagliari,2020-11-07,V,2.0,Sampdoria,7.0,3.0,1,1,12.0,-2.0,-2,-1,2020-2021
822,Parma,2020-11-07,N,0.0,Fiorentina,-2.0,-4.0,0,0,-28.0,12.0,-1,0,2020-2021
823,Genoa,2020-11-08,P,-2.0,Roma,-11.0,-4.0,0,0,0.0,-1.0,1,0,2020-2021
824,Bologna,2020-11-08,P,-1.0,Napoli,-10.0,-1.0,0,0,-6.0,0.0,3,0,2020-2021
825,Lazio,2020-11-08,N,0.0,Juventus,3.0,-2.0,0,0,8.0,-3.0,0,0,2020-2021
826,Milan,2020-11-08,N,0.0,Hellas Verona,26.0,6.0,0,1,32.0,-5.0,-2,0,2020-2021
827,Torino,2020-11-08,N,0.0,Crotone,-4.0,-2.0,0,0,0.0,0.0,-1,-1,2020-2021
828,Atalanta,2020-11-08,N,0.0,Inter,-1.0,-1.0,0,0,4.0,4.0,-2,0,2020-2021
829,Spezia,2020-11-21,N,0.0,Atalanta,-2.0,-2.0,0,0,10.0,3.0,0,0,2020-2021
830,Crotone,2020-11-21,P,-2.0,Lazio,-2.0,-5.0,0,0,4.0,1.0,-1,0,2020-2021
831,Juventus,2020-11-21,V,2.0,Cagliari,20.0,6.0,0,0,32.0,8.0,1,0,2020-2021
832,Hellas Verona,2020-11-22,P,-2.0,Sassuolo,8.0,-1.0,0,0,4.0,-4.0,-2,0,2020-2021
833,Fiorentina,2020-11-22,P,-1.0,Benevento,-6.0,-2.0,0,0,24.0,-1.0,-1,0,2020-2021
834,Sampdoria,2020-11-22,P,-1.0,Bologna,-1.0,1.0,0,0,-10.0,3.0,0,0,2020-2021
835,Napoli,2020-11-22,P,-2.0,Milan,4.0,0.0,0,0,24.0,-11.0,-1,1,2020-2021
836,Udinese,2020-11-22,V,1.0,Genoa,-3.0,1.0,0,0,-6.0,3.0,-1,-1,2020-2021
837,Roma,2020-11-22,V,3.0,Parma,19.0,6.0,0,0,16.0,6.0,0,0,2020-2021
838,Inter,2020-11-22,V,2.0,Torino,0.0,-2.0,0,0,12.0,7.0,1,0,2020-2021
839,Sassuolo,2020-11-28,P,-3.0,Inter,2.0,-1.0,0,0,32.0,-2.0,2,0,2020-2021
840,Benevento,2020-11-28,N,0.0,Juventus,-8.0,-2.0,0,0,-26.0,6.0,5,-1,2020-2021
841,Atalanta,2020-11-28,P,-2.0,Hellas Verona,13.0,4.0,-1,-1,16.0,-6.0,-1,0,2020-2021
842,Lazio,2020-11-29,P,-2.0,Udinese,1.0,1.0,1,1,10.0,6.0,-1,0,2020-2021
843,Bologna,2020-11-29,V,1.0,Crotone,6.0,6.0,0,0,2.0,-1.0,-2,0,2020-2021
844,Cagliari,2020-11-29,N,0.0,Spezia,-2.0,1.0,-1,-1,-20.0,-3.0,-4,0,2020-2021
845,Napoli,2020-11-29,V,4.0,Roma,6.0,7.0,0,0,10.0,-9.0,-1,0,2020-2021
846,Milan,2020-11-29,V,2.0,Fiorentina,10.0,0.0,1,2,-10.0,0.0,-2,0,2020-2021
847,Genoa,2020-11-30,P,-1.0,Parma,5.0,2.0,0,0,2.0,-6.0,0,0,2020-2021
848,Torino,2020-11-30,N,0.0,Sampdoria,3.0,5.0,0,0,6.0,2.0,-1,0,2020-2021
849,Spezia,2020-12-05,P,-1.0,Lazio,11.0,2.0,0,0,30.0,2.0,2,0,2020-2021
850,Inter,2020-12-05,V,2.0,Bologna,0.0,0.0,0,0,-8.0,-2.0,-1,0,2020-2021
851,Juventus,2020-12-05,V,1.0,Torino,10.0,2.0,0,0,30.0,3.0,0,1,2020-2021
852,Hellas Verona,2020-12-06,N,0.0,Cagliari,5.0,0.0,0,0,2.0,-3.0,2,0,2020-2021
853,Roma,2020-12-06,N,0.0,Sassuolo,11.0,0.0,0,0,-12.0,-2.0,2,1,2020-2021
854,Parma,2020-12-06,N,0.0,Benevento,2.0,-2.0,0,0,12.0,2.0,0,0,2020-2021
855,Sampdoria,2020-12-06,P,-1.0,Milan,-2.0,-1.0,-1,-1,-22.0,-5.0,1,0,2020-2021
856,Crotone,2020-12-06,P,-4.0,Napoli,-8.0,-5.0,0,0,-22.0,3.0,0,1,2020-2021
857,Fiorentina,2020-12-07,N,0.0,Genoa,12.0,3.0,0,0,22.0,-13.0,0,0,2020-2021
858,Sassuolo,2020-12-11,V,1.0,Benevento,-25.0,-3.0,1,1,-4.0,-3.0,-2,1,2020-2021
859,Torino,2020-12-12,P,-1.0,Udinese,-2.0,0.0,0,0,22.0,-15.0,0,0,2020-2021
860,Crotone,2020-12-12,V,3.0,Spezia,-1.0,2.0,0,0,-18.0,2.0,0,0,2020-2021
861,Lazio,2020-12-12,P,-1.0,Hellas Verona,6.0,0.0,0,0,16.0,-3.0,2,0,2020-2021
862,Milan,2020-12-13,N,0.0,Parma,22.0,4.0,0,0,30.0,-4.0,0,0,2020-2021
863,Genoa,2020-12-13,P,-2.0,Juventus,-13.0,-6.0,-2,-2,-40.0,3.0,0,0,2020-2021
864,Napoli,2020-12-13,V,1.0,Sampdoria,10.0,3.0,0,0,32.0,-3.0,-1,0,2020-2021
865,Bologna,2020-12-13,P,-4.0,Roma,-8.0,-6.0,0,0,6.0,6.0,2,0,2020-2021
866,Atalanta,2020-12-13,V,3.0,Fiorentina,16.0,5.0,0,0,6.0,3.0,-1,0,2020-2021
867,Cagliari,2020-12-13,P,-2.0,Inter,-10.0,-7.0,0,0,-16.0,-5.0,1,0,2020-2021
868,Udinese,2020-12-15,N,0.0,Crotone,11.0,4.0,0,0,10.0,-5.0,-3,0,2020-2021
869,Benevento,2020-12-15,N,0.0,Lazio,0.0,4.0,0,0,-26.0,-1.0,0,1,2020-2021
870,Juventus,2020-12-16,N,0.0,Atalanta,-4.0,0.0,0,1,8.0,-2.0,1,0,2020-2021
871,Fiorentina,2020-12-16,N,0.0,Sassuolo,2.0,-1.0,1,1,-30.0,7.0,0,0,2020-2021
872,Genoa,2020-12-16,N,0.0,Milan,-3.0,0.0,0,0,-16.0,7.0,-1,0,2020-2021
873,Parma,2020-12-16,N,0.0,Cagliari,5.0,-2.0,0,0,16.0,2.0,0,0,2020-2021
874,Inter,2020-12-16,V,1.0,Napoli,-13.0,-2.0,1,1,-18.0,10.0,2,-1,2020-2021
875,Spezia,2020-12-16,N,0.0,Bologna,1.0,-1.0,0,-1,-10.0,10.0,5,0,2020-2021
876,Hellas Verona,2020-12-16,P,-1.0,Sampdoria,-3.0,-1.0,1,1,10.0,1.0,-2,1,2020-2021
877,Roma,2020-12-17,V,2.0,Torino,-4.0,-1.0,1,1,24.0,6.0,1,-1,2020-2021
878,Sampdoria,2020-12-19,V,2.0,Crotone,7.0,3.0,-1,-1,-14.0,0.0,0,0,2020-2021
879,Fiorentina,2020-12-19,N,0.0,Hellas Verona,4.0,-2.0,0,0,22.0,-7.0,0,0,2020-2021
880,Parma,2020-12-19,P,-4.0,Juventus,-8.0,-3.0,0,0,-24.0,-3.0,-1,0,2020-2021
881,Cagliari,2020-12-20,N,0.0,Udinese,-3.0,-1.0,0,0,6.0,-1.0,1,0,2020-2021
882,Atalanta,2020-12-20,V,3.0,Roma,10.0,5.0,0,0,10.0,0.0,-1,0,2020-2021
883,Sassuolo,2020-12-20,P,-1.0,Milan,4.0,0.0,0,0,36.0,1.0,-2,0,2020-2021
884,Inter,2020-12-20,V,1.0,Spezia,2.0,3.0,1,1,-16.0,2.0,-1,0,2020-2021
885,Torino,2020-12-20,N,0.0,Bologna,-1.0,-2.0,0,0,4.0,-3.0,-2,0,2020-2021
886,Lazio,2020-12-20,V,2.0,Napoli,-4.0,-4.0,0,0,-20.0,5.0,1,0,2020-2021
887,Benevento,2020-12-20,V,2.0,Genoa,3.0,0.0,1,1,-12.0,-14.0,-2,0,2020-2021
888,Juventus,2020-12-22,P,-3.0,Fiorentina,4.0,-2.0,0,0,6.0,-8.0,-3,1,2020-2021
889,Crotone,2020-12-22,V,1.0,Parma,-3.0,-1.0,0,0,-2.0,-13.0,-2,0,2020-2021
890,Milan,2020-12-23,V,1.0,Lazio,-2.0,-2.0,1,0,-20.0,-7.0,-2,0,2020-2021
891,Sampdoria,2020-12-23,P,-1.0,Sassuolo,12.0,-2.0,0,0,-6.0,-2.0,-2,1,2020-2021
892,Napoli,2020-12-23,N,0.0,Torino,5.0,3.0,0,0,28.0,6.0,0,0,2020-2021
893,Bologna,2020-12-23,N,0.0,Atalanta,-2.0,-2.0,-1,-1,-8.0,-2.0,0,0,2020-2021
894,Spezia,2020-12-23,P,-1.0,Genoa,2.0,0.0,-1,-1,34.0,-4.0,-1,0,2020-2021
895,Roma,2020-12-23,V,1.0,Cagliari,6.0,7.0,-1,-1,22.0,-1.0,1,0,2020-2021
896,Hellas Verona,2020-12-23,P,-1.0,Inter,-12.0,-4.0,0,0,-20.0,-3.0,2,0,2020-2021
897,Udinese,2020-12-23,P,-2.0,Benevento,5.0,-1.0,0,0,22.0,9.0,-1,0,2020-2021
898,Juventus,2021-01-03,V,3.0,Udinese,10.0,7.0,0,0,24.0,5.0,3,0,2020-2021
899,Atalanta,2021-01-03,V,4.0,Sassuolo,13.0,3.0,0,0,-8.0,9.0,2,0,2020-2021
900,Roma,2021-01-03,V,1.0,Sampdoria,15.0,4.0,0,0,27.0,3.0,-2,0,2020-2021
901,Inter,2021-01-03,V,4.0,Crotone,8.0,6.0,-1,-1,-4.0,1.0,-3,0,2020-2021
902,Benevento,2021-01-03,P,-2.0,Milan,15.0,4.0,-1,0,22.0,-5.0,-2,-1,2020-2021
903,Genoa,2021-01-03,N,0.0,Lazio,-1.0,1.0,-1,-1,-22.0,-10.0,-2,0,2020-2021
904,Cagliari,2021-01-03,P,-3.0,Napoli,-25.0,-9.0,-1,-1,-24.0,5.0,3,1,2020-2021
905,Parma,2021-01-03,P,-3.0,Torino,4.0,-1.0,0,0,14.0,3.0,0,0,2020-2021
906,Spezia,2021-01-03,P,-1.0,Hellas Verona,-5.0,-2.0,0,0,6.0,11.0,6,1,2020-2021
907,Fiorentina,2021-01-03,N,0.0,Bologna,0.0,-3.0,0,0,-8.0,-5.0,1,0,2020-2021
908,Torino,2021-01-06,N,0.0,Hellas Verona,10.0,0.0,0,0,-10.0,-6.0,-2,0,2020-2021
909,Bologna,2021-01-06,N,0.0,Udinese,-7.0,0.0,0,0,-24.0,0.0,1,1,2020-2021
910,Sassuolo,2021-01-06,V,1.0,Genoa,10.0,1.0,0,0,26.0,5.0,0,0,2020-2021
911,Sampdoria,2021-01-06,V,1.0,Inter,-15.0,-4.0,1,0,-26.0,-6.0,-1,0,2020-2021
912,Crotone,2021-01-06,P,-2.0,Roma,3.0,1.0,-1,-1,2.0,-5.0,-1,0,2020-2021
913,Cagliari,2021-01-06,P,-1.0,Benevento,2.0,1.0,0,0,22.0,5.0,1,1,2020-2021
914,Milan,2021-01-06,P,-2.0,Juventus,6.0,2.0,0,0,-14.0,2.0,-1,0,2020-2021
915,Lazio,2021-01-06,V,1.0,Fiorentina,3.0,-1.0,-1,-1,-10.0,1.0,2,0,2020-2021
916,Atalanta,2021-01-06,V,3.0,Parma,15.0,6.0,0,0,2.0,6.0,0,0,2020-2021
917,Napoli,2021-01-06,P,-1.0,Spezia,21.0,7.0,-1,-1,24.0,-7.0,-3,-1,2020-2021
918,Benevento,2021-01-09,P,-3.0,Atalanta,-22.0,-10.0,0,0,-16.0,-8.0,1,0,2020-2021
919,Genoa,2021-01-09,V,2.0,Bologna,-3.0,4.0,0,0,-28.0,4.0,2,0,2020-2021
920,Milan,2021-01-09,V,2.0,Torino,-2.0,1.0,1,1,-8.0,4.0,4,0,2020-2021
921,Fiorentina,2021-01-10,V,1.0,Cagliari,6.0,3.0,0,-1,4.0,4.0,-2,0,2020-2021
922,Parma,2021-01-10,P,-2.0,Lazio,-11.0,-2.0,0,0,-6.0,3.0,3,0,2020-2021
923,Hellas Verona,2021-01-10,V,1.0,Crotone,4.0,4.0,0,0,-10.0,0.0,0,0,2020-2021
924,Roma,2021-01-10,N,0.0,Inter,-3.0,2.0,0,0,2.0,9.0,0,0,2020-2021
925,Udinese,2021-01-10,P,-1.0,Napoli,1.0,3.0,-1,-1,-25.0,13.0,2,0,2020-2021
926,Juventus,2021-01-10,V,2.0,Sassuolo,13.0,6.0,0,0,12.0,10.0,3,-1,2020-2021
927,Spezia,2021-01-11,V,1.0,Sampdoria,2.0,0.0,1,1,12.0,5.0,1,0,2020-2021
928,Lazio,2021-01-15,V,3.0,Roma,1.0,6.0,0,0,-20.0,-7.0,1,0,2020-2021
929,Bologna,2021-01-16,V,1.0,Hellas Verona,11.0,3.0,1,1,-4.0,8.0,1,0,2020-2021
930,Torino,2021-01-16,N,0.0,Spezia,4.0,-2.0,0,0,32.0,-1.0,-1,-1,2020-2021
931,Sampdoria,2021-01-16,V,1.0,Udinese,-1.0,0.0,1,1,8.0,-2.0,0,0,2020-2021
932,Sassuolo,2021-01-17,N,0.0,Parma,5.0,1.0,1,1,20.0,5.0,1,0,2020-2021
933,Atalanta,2021-01-17,N,0.0,Genoa,11.0,-1.0,0,0,28.0,2.0,-1,0,2020-2021
934,Napoli,2021-01-17,V,6.0,Fiorentina,-2.0,5.0,1,1,-2.0,-3.0,1,0,2020-2021
935,Inter,2021-01-17,V,2.0,Juventus,7.0,2.0,0,0,0.0,-7.0,0,0,2020-2021
936,Crotone,2021-01-17,V,3.0,Benevento,-13.0,-2.0,0,0,-18.0,0.0,-2,-1,2020-2021
937,Cagliari,2021-01-18,P,-2.0,Milan,8.0,-3.0,-1,-1,-12.0,-2.0,-1,-1,2020-2021
938,Udinese,2021-01-20,N,0.0,Atalanta,-11.0,-3.0,0,0,-30.0,-5.0,1,0,2020-2021
939,Benevento,2021-01-22,N,0.0,Torino,-7.0,-3.0,1,1,-22.0,-5.0,-2,0,2020-2021
940,Udinese,2021-01-23,N,0.0,Inter,-4.0,-3.0,0,0,-22.0,-5.0,1,0,2020-2021
941,Fiorentina,2021-01-23,V,1.0,Crotone,2.0,3.0,0,0,-8.0,-10.0,0,0,2020-2021
942,Milan,2021-01-23,P,-3.0,Atalanta,-3.0,-4.0,-1,-1,2.0,-3.0,1,0,2020-2021
943,Roma,2021-01-23,V,1.0,Spezia,8.0,4.0,0,0,-4.0,0.0,2,0,2020-2021
944,Hellas Verona,2021-01-24,V,2.0,Napoli,2.0,5.0,0,0,-4.0,2.0,-1,0,2020-2021
945,Genoa,2021-01-24,V,1.0,Cagliari,-3.0,1.0,0,0,-18.0,4.0,-1,0,2020-2021
946,Juventus,2021-01-24,V,2.0,Bologna,12.0,9.0,0,0,6.0,-8.0,1,0,2020-2021
947,Lazio,2021-01-24,V,1.0,Sassuolo,15.0,5.0,0,0,0.0,1.0,-1,0,2020-2021
948,Parma,2021-01-24,P,-2.0,Sampdoria,1.0,2.0,0,0,2.0,-1.0,0,0,2020-2021
949,Torino,2021-01-29,N,0.0,Fiorentina,6.0,2.0,0,0,4.0,7.0,0,-2,2020-2021
