,matchday,date,h_team,a_team,result,goals,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards
333,Giornata n. 34,2022-04-24,Empoli,Napoli,V,-0.5151515151515151,-1.7272727272727266,-0.9090909090909092,-0.06060606060606061,-0.1515151515151515,-171.969696969697,-159.75757575757575,-0.1212121212121211,-9.484848484848492,1.5454545454545467,0.5757575757575759,0.030303030303030297
334,Giornata n. 34,2022-04-24,Lazio,Milan,P,0.21212121212121193,-4.242424242424244,0.0,0.030303030303030304,0.0,94.060606060606,88.81818181818187,-0.5454545454545459,0.1818181818181941,-1.0909090909090917,0.3636363636363642,0.060606060606060594
335,Giornata n. 34,2022-04-25,Sassuolo,Juventus,P,0.24242424242424243,0.3333333333333339,0.7272727272727266,0.06060606060606061,0.030303030303030304,6.060606060606062,5.272727272727252,0.5757575757575752,2.1515151515151487,-1.0909090909090917,0.5757575757575761,0.030303030303030297
336,Giornata n. 20,2022-04-27,Atalanta,Torino,N,0.5757575757575757,2.0606060606060588,0.5151515151515156,0.030303030303030297,0.0606060606060606,80.21212121212119,80.30303030303025,1.121212121212121,1.1212121212121247,-4.1515151515151505,-0.15151515151515182,-0.030303030303030297
337,Giornata n. 20,2022-04-27,Bologna,Inter,V,-1.0303030303030303,-5.030303030303029,-2.393939393939394,-0.1212121212121212,-0.18181818181818177,-96.60606060606057,-89.4848484848485,-1.545454545454544,-5.727272727272727,-1.121212121212121,0.6666666666666674,0.2121212121212121
338,Giornata n. 20,2022-04-27,Fiorentina,Udinese,P,0.1515151515151516,0.2424242424242422,0.2727272727272725,0.0909090909090909,0.18181818181818182,152.93939393939394,148.7575757575758,-0.1212121212121211,15.030303030303031,-3.363636363636365,-0.27272727272727293,0.06060606060606061
339,Giornata n. 35,2022-04-30,Cagliari,Hellas Verona,P,-0.8235294117647061,-1.6470588235294095,-1.1176470588235299,-0.11764705882352941,-0.1176470588235294,-56.764705882352985,-56.23529411764707,-0.8529411764705892,-7.294117647058819,0.5,0.117647058823529,-0.08823529411764701
340,Giornata n. 35,2022-04-30,Spezia,Lazio,P,-0.9411764705882355,-0.764705882352942,-1.0882352941176472,-0.0882352941176471,-0.1176470588235294,-197.8529411764706,-186.9411764705883,-0.3235294117647065,-10.823529411764703,2.9705882352941195,-0.02941176470588225,-0.02941176470588229
341,Giornata n. 35,2022-04-30,Sampdoria,Genoa,V,0.47058823529411753,0.14705882352940947,0.5588235294117645,-0.088235294117647,-0.02941176470588229,41.85294117647055,37.5,0.08823529411764719,2.764705882352935,-1.5,0.0,0.0
342,Giornata n. 35,2022-04-30,Napoli,Sassuolo,V,0.05882352941176472,0.11764705882353077,-0.6176470588235299,0.058823529411764774,0.1470588235294118,60.58823529411757,63.2058823529411,0.0,2.970588235294116,-0.47058823529411775,-0.7941176470588236,-0.0588235294117647
343,Giornata n. 35,2022-05-01,Juventus,Venezia,V,0.711229946524064,4.99108734402852,1.7682709447415332,0.08645276292335108,0.0855614973262032,135.04545454545456,126.86720142602496,1.4670231729055256,10.655080213903744,-0.8360071301247753,-0.9064171122994653,-0.1532976827094474
344,Giornata n. 35,2022-05-01,Roma,Bologna,N,0.47058823529411775,3.6470588235294095,0.8823529411764701,0.05882352941176469,0.08823529411764701,23.441176470588175,18.323529411764696,1.2352941176470589,1.441176470588239,2.235294117647058,0.5882352941176467,0.029411764705882387
345,Giornata n. 35,2022-05-01,Milan,Fiorentina,V,0.17647058823529416,2.117647058823529,-0.1764705882352935,-0.029411764705882415,-0.029411764705882387,-34.117647058823536,-30.970588235294144,-0.058823529411765385,-3.088235294117638,0.8823529411764728,-0.20588235294117663,-0.1470588235294118
346,Giornata n. 35,2022-05-01,Empoli,Torino,P,0.08823529411764697,0.852941176470587,0.2941176470588234,0.08823529411764701,0.08823529411764701,-25.941176470588232,-31.088235294117624,0.7941176470588234,-4.67647058823529,-4.088235294117643,-0.0588235294117645,0.0
347,Giornata n. 35,2022-05-01,Udinese,Inter,P,-0.5588235294117643,-3.705882352941174,-1.4411764705882355,-0.11764705882352941,-0.2058823529411765,-180.29411764705878,-177.20588235294116,-1.352941176470587,-14.235294117647065,2.7058823529411757,0.617647058823529,0.1764705882352941
348,Giornata n. 35,2022-05-02,Atalanta,Salernitana,N,0.9456327985739751,4.729055258467023,1.2335115864527624,0.08645276292335108,0.1158645276292335,171.04901960784315,180.54634581105176,1.1604278074866308,13.752228163992875,0.12566844919786035,-0.249554367201426,-0.062388591800356503
349,Giornata n. 20,2022-05-05,Salernitana,Venezia,V,0.02941176470588236,0.9411764705882337,0.3529411764705883,0.0,-0.029411764705882297,-31.235294117647072,-29.73529411764713,1.3823529411764701,-1.588235294117652,-0.7647058823529456,-0.3529411764705883,-0.08823529411764701
350,Giornata n. 36,2022-05-06,Inter,Empoli,V,0.7999999999999998,3.428571428571429,1.942857142857143,0.0,0.11428571428571427,136.60000000000008,126.60000000000002,1.2571428571428571,7.74285714285714,-1.0857142857142854,-0.4571428571428571,-0.1428571428571428
351,Giornata n. 36,2022-05-06,Genoa,Juventus,V,-0.8285714285714286,-4.2285714285714295,-1.942857142857144,0.0,0.0,-141.82857142857142,-114.77142857142854,-0.8285714285714287,-8.17142857142857,1.8571428571428612,0.5142857142857145,0.028571428571428602
352,Giornata n. 36,2022-05-07,Lazio,Sampdoria,V,0.8,1.0571428571428587,1.428571428571428,0.1428571428571429,0.1428571428571429,177.1142857142857,155.8571428571429,0.5142857142857147,8.342857142857135,-2.2857142857142865,-0.17142857142857126,0.05714285714285709
353,Giornata n. 36,2022-05-07,Torino,Napoli,P,-0.6285714285714286,-2.6285714285714263,-1.2000000000000006,-0.08571428571428572,-0.1714285714285714,-144.6857142857143,-127.28571428571433,-0.8000000000000007,-4.628571428571426,5.514285714285716,0.7428571428571429,0.028571428571428602
354,Giornata n. 36,2022-05-07,Sassuolo,Udinese,N,0.17142857142857126,1.8000000000000025,0.742857142857142,0.11428571428571431,0.11428571428571431,153.7428571428572,146.0285714285714,0.20000000000000018,12.942857142857143,-2.885714285714288,-0.05714285714285694,-0.057142857142857204
355,Giornata n. 36,2022-05-08,Hellas Verona,Milan,P,0.0,-3.428571428571429,-0.6571428571428566,0.05714285714285722,0.0,-68.80000000000001,-52.14285714285717,-0.6571428571428575,-3.5142857142857125,1.6285714285714281,0.5142857142857142,0.11428571428571431
356,Giornata n. 36,2022-05-08,Salernitana,Cagliari,N,-0.028571428571428692,-0.11428571428571566,0.37142857142857144,0.0,-0.028571428571428498,-25.114285714285757,-39.74285714285713,1.0285714285714285,-4.0,-1.1999999999999975,-0.1428571428571428,0.0
357,Giornata n. 36,2022-05-08,Venezia,Bologna,V,-0.2857142857142857,-2.114285714285712,-0.7428571428571429,-0.028571428571428602,-0.028571428571428498,-72.39999999999998,-73.97142857142859,-1.428571428571428,-7.74285714285714,2.742857142857142,0.4571428571428573,0.028571428571428498
358,Giornata n. 36,2022-05-08,Spezia,Atalanta,P,-0.7142857142857142,-4.885714285714284,-0.9142857142857141,-0.05714285714285709,-0.057142857142857204,-137.3428571428571,-144.59999999999997,-1.7714285714285714,-10.971428571428575,0.8571428571428541,0.11428571428571432,0.0571428571428571
359,Giornata n. 36,2022-05-09,Fiorentina,Roma,V,-0.02857142857142847,-1.8285714285714274,0.22857142857142865,0.02857142857142861,0.057142857142857106,53.82857142857142,52.1142857142857,-0.8571428571428577,6.342857142857142,-1.8571428571428577,-0.7428571428571429,0.0
360,Giornata n. 37,2022-05-14,Udinese,Spezia,P,0.4722222222222221,3.0555555555555554,1.333333333333334,0.0,-0.027777777777777804,-8.277777777777771,-13.555555555555543,1.083333333333333,-1.1666666666666643,1.0277777777777768,0.16666666666666652,0.0555555555555555
361,Giornata n. 37,2022-05-14,Hellas Verona,Torino,P,0.4722222222222223,-0.38888888888888573,0.25,0.02777777777777779,0.05555555555555561,-18.27777777777777,-13.694444444444457,0.0,-2.25,-3.1388888888888875,0.16666666666666652,0.11111111111111109
362,Giornata n. 37,2022-05-14,Roma,Venezia,N,0.611111111111111,5.47222222222222,1.416666666666667,0.055555555555555594,0.0555555555555555,93.22222222222223,89.44444444444446,2.666666666666666,8.666666666666671,-0.47222222222222143,0.0555555555555558,0.0
363,Giornata n. 37,2022-05-14,Empoli,Salernitana,N,0.4444444444444444,2.6111111111111107,0.8055555555555554,0.08333333333333329,0.08333333333333329,63.94444444444446,66.41666666666669,0.44444444444444375,7.222222222222236,0.25,-0.22222222222222188,0.0
364,Giornata n. 37,2022-05-15,Cagliari,Inter,P,-1.25,-6.83333333333333,-3.2499999999999996,-0.11111111111111109,-0.19444444444444448,-178.44444444444446,-157.50000000000006,-3.027777777777778,-11.527777777777771,2.1388888888888893,0.6944444444444442,0.1388888888888889
365,Giornata n. 37,2022-05-15,Bologna,Sassuolo,P,-0.5277777777777777,-3.166666666666666,-1.5277777777777772,-0.11111111111111109,-0.08333333333333329,-73.25,-61.77777777777777,-0.4722222222222223,-4.6388888888889,-0.7222222222222232,0.05555555555555536,0.08333333333333329
366,Giornata n. 37,2022-05-15,Napoli,Genoa,V,1.1388888888888888,4.66666666666667,2.1111111111111107,0.0833333333333334,0.1666666666666667,214.11111111111114,188.16666666666669,1.1388888888888893,13.75,-3.277777777777777,-0.7777777777777779,-0.027777777777777804
367,Giornata n. 37,2022-05-15,Milan,Atalanta,V,-0.027777777777778345,0.5,0.3333333333333339,0.0,0.05555555555555561,-32.25,-44.30555555555554,-0.666666666666667,-0.2777777777777857,-1.0833333333333357,-0.2777777777777777,0.027777777777777804
368,Giornata n. 37,2022-05-16,Juventus,Lazio,N,-0.4722222222222223,2.9444444444444446,-0.13888888888888928,-0.0555555555555555,-0.0833333333333334,-80.08333333333331,-80.72222222222229,0.1388888888888884,-2.861111111111107,2.1666666666666643,-0.3333333333333335,-0.0833333333333334
369,Giornata n. 37,2022-05-16,Sampdoria,Fiorentina,V,-0.38888888888888884,-3.1111111111111107,-1.6666666666666665,-0.1388888888888889,-0.16666666666666669,-115.47222222222223,-96.3055555555556,-1.2777777777777777,-10.861111111111107,1.6111111111111107,0.16666666666666652,-0.1388888888888889
370,Giornata n. 38,2022-05-20,Torino,Roma,P,-0.2702702702702704,-3.378378378378379,-1.0270270270270268,0.027027027027027,-0.027027027027027112,-36.027027027026975,-23.29729729729729,-1.864864864864865,1.5945945945945823,3.945945945945951,-0.5945945945945943,-0.1351351351351352
371,Giornata n. 38,2022-05-21,Lazio,Hellas Verona,N,0.32432432432432434,-0.4324324324324298,0.8648648648648645,0.0,0.027027027027027,171.54054054054052,149.6486486486486,0.21621621621621667,4.702702702702702,-3.0270270270270263,-0.21621621621621623,-0.05405405405405411
372,Giornata n. 38,2022-05-21,Genoa,Bologna,P,-0.43243243243243235,-1.2702702702702684,-1.0,0.05405405405405399,0.05405405405405411,-85.81081081081084,-69.83783783783787,-0.7297297297297294,-6.594594594594604,3.756756756756758,-0.054054054054054834,-0.1081081081081082
373,Giornata n. 38,2022-05-21,Fiorentina,Juventus,V,0.0,-0.8378378378378368,0.1351351351351351,0.08108108108108111,0.13513513513513523,19.216216216216196,22.75675675675666,0.5945945945945939,5.621621621621621,-1.810810810810814,0.3243243243243241,0.1621621621621622
374,Giornata n. 38,2022-05-21,Atalanta,Empoli,P,0.43243243243243246,1.864864864864865,0.24324324324324298,-0.05405405405405411,-0.027027027027027112,111.0810810810811,117.24324324324328,0.756756756756757,6.918918918918919,0.02702702702702986,0.0,-0.08108108108108109
375,Giornata n. 38,2022-05-22,Sassuolo,Milan,P,-0.054054054054053946,-0.5945945945945947,0.6756756756756754,0.05405405405405411,-0.027027027027027,36.378378378378386,28.324324324324266,0.18918918918918948,0.621621621621621,-0.1621621621621614,0.40540540540540526,0.027027027027027098
376,Giornata n. 38,2022-05-22,Salernitana,Udinese,P,-0.6486486486486487,-2.243243243243242,-1.3783783783783785,0.027027027027027098,0.054054054054054085,-27.324324324324323,-23.70270270270271,-0.21621621621621667,-1.4594594594594454,-2.2702702702702684,-0.02702702702702675,-0.027027027027027
377,Giornata n. 38,2022-05-22,Inter,Sampdoria,V,0.9459459459459458,7.081081081081081,2.945945945945946,0.1351351351351352,0.1891891891891892,144.2972972972973,125.43243243243245,2.7837837837837838,10.054054054054049,-1.1621621621621596,-0.5945945945945943,-0.1081081081081081
378,Giornata n. 38,2022-05-22,Spezia,Napoli,P,-0.810810810810811,-5.0,-1.5135135135135132,-0.18918918918918928,-0.2432432432432433,-204.89189189189187,-194.13513513513504,-1.3243243243243241,-15.162162162162161,2.243243243243244,0.7027027027027029,0.0540540540540541
379,Giornata n. 38,2022-05-22,Venezia,Cagliari,N,0.0,-1.1621621621621632,0.16216216216216228,0.0,0.027027027027026987,3.459459459459481,-11.054054054054063,-0.40540540540540526,-2.3513513513513544,-0.40540540540540526,0.4594594594594592,0.10810810810810811
